ID,Municipality,Species,Group,Trophic_guild,Entity_key,d13C,d15N,THg
A020CRI,Curillo,Monasa nigrifrons,Birds,Omnivore,Birds | Omnivore,-26.95,7.993,0.934
A026CRI,Curillo,Cacicus cela,Birds,Omnivore,Birds | Omnivore,-25.608,7.606,0.32135
A027CRI,Curillo,Cacicus cela,Birds,Omnivore,Birds | Omnivore,-25.558,7.425,0.8933
