parameter,Rhat,ESS,screen_pass
deviance,1.0016482854593924,2064.576234658209,TRUE
loglik[1],1.0014734379027208,2303.407485161225,TRUE
loglik[2],1.0010025412508445,2064.1819880498124,TRUE
loglik[3],1.0009472437988622,1922.7729326838346,TRUE
p.global[1],0.9996963253872589,3370.408558185378,TRUE
p.global[2],0.9997583263408039,2990.379961908407,TRUE
p.global[3],1.0016391717146895,2426.074726940461,TRUE
resid.prop[1],1.0011308850142533,3162.54124310072,TRUE
resid.prop[2],1.0446040021757261,1079.1655421350317,FALSE
