mean,sd,2.5%,25%,50%,75%,97.5%,Rhat,n.eff,parameter
-1.0024271560128446,0.18740278066439464,-1.3769593239852242,-1.1284180043301,-0.9976893971982574,-0.8739372115677287,-0.6518320481128922,1.001628893111423,1800,loglik[16]
-0.710500330119769,0.1763351349284914,-1.0649859437493951,-0.8371151628476368,-0.7085845372369165,-0.58260981578133,-0.3760148984258987,1.000717833671238,3000,loglik[17]
-0.830595337451345,0.17078901392146234,-1.1613864857315015,-0.9440249770755277,-0.8256472994684763,-0.7155997833749543,-0.504827063166353,1.0010983458930658,3000,loglik[18]
-2.178618961998166,0.3422697603077514,-2.969510778062793,-2.3771652304592337,-2.128020277949327,-1.9332282525794469,-1.641527702880988,1.0005095101227204,3000,loglik[19]
-1.3844285493178026,0.18214197992167055,-1.782091825522817,-1.4961496461171961,-1.3700557066685648,-1.258569224785199,-1.0558485403487512,1.0005839147163897,3000,loglik[20]
-1.552984768067751,0.19765292808438603,-1.9877658406743957,-1.6732324365255666,-1.5359274427008667,-1.417740401184374,-1.2095563635133197,1.0006220001981905,3000,loglik[21]
-1.4125555045643932,0.22307285711135144,-1.8859589382874868,-1.5522150496422888,-1.4008870971314709,-1.2535938466913508,-1.0209906390487329,1.0016999995694642,1700,loglik[22]
-1.0665789635103822,0.18177589889854112,-1.4332083268317726,-1.1861905340996053,-1.0604258044925285,-0.9393511942186219,-0.7238376954715958,1.0019344393043483,1400,loglik[23]
-1.1610826247464237,0.18812439793493377,-1.5737881578363297,-1.2764990626456232,-1.1472341362759453,-1.0306186550590575,-0.830070550802262,1.000744139395332,3000,loglik[24]
-1.5053911671255742,0.2552784514804769,-2.054139970818867,-1.667340512938431,-1.4883505373074777,-1.325503820323124,-1.0583036583147296,1.0019158182691836,1400,loglik[25]
-0.7890177272873804,0.18024782090207417,-1.1434687658360485,-0.9118413795850158,-0.78936707885669,-0.6622822637959611,-0.44691784341728,1.0007994985124682,3000,loglik[26]
-2.2815642000217244,0.27855602044449423,-2.8893905891539093,-2.454884190337425,-2.2597885958557224,-2.090250875861064,-1.7979622435433706,1.0013982780396558,2400,loglik[27]
-1.6301855180081264,0.21052977425407415,-2.081084174150602,-1.7649240450730153,-1.6253677221878486,-1.4853463104478641,-1.251035638795669,1.0015303933157074,1900,loglik[28]
-1.5797309505553638,0.2172432952329638,-2.024442511046735,-1.7200494046268169,-1.5710928368405281,-1.4280285832785478,-1.1787610410116005,1.0016110417904838,1800,loglik[29]
-1.3830229592867103,0.18973943290341283,-1.7572328209965862,-1.5087858977795878,-1.3792235972025773,-1.2545897179548422,-1.0206498965083297,1.0014936765315805,2100,loglik[30]
-0.8278698932142189,0.17347074086684416,-1.1641845088787979,-0.944073821617372,-0.8250620303011246,-0.7092317254526559,-0.499354265193648,1.0010463996906789,3000,loglik[31]
-1.0027513329104594,0.18324563703191207,-1.3696394764864543,-1.1280080150051164,-0.9954233474746847,-0.8746478261073236,-0.658834355317727,1.0014927911607474,2000,loglik[32]
-1.2391274907789223,0.18911808648729345,-1.6170286473863797,-1.3679528167353032,-1.2337541685429958,-1.1074154410829344,-0.8890487430261248,1.0019921682780355,1300,loglik[33]
-0.7129982348876505,0.17661777650812263,-1.066148543822539,-0.833507354217442,-0.7139387300027639,-0.58874445903747,-0.37697165851279074,1.0006774614455853,3000,loglik[34]
-0.7258633669289947,0.17745865603946095,-1.0763953556294001,-0.8440984971305779,-0.7252654739415216,-0.6010207170309604,-0.3918565473648021,1.0006902443531676,3000,loglik[35]
-0.7881311850625379,0.1663890408685458,-1.1199738016469503,-0.9008769882407884,-0.7849304607806744,-0.6703872903250403,-0.47216994282491054,1.000687625554198,3000,loglik[36]
0.17257943719066246,0.12788773643737328,0.007739551230881485,0.06886603532379638,0.1476471649842965,0.2502382518744775,0.4691928541971078,1.0028637846225827,850,p.global[1]
0.35563103283797737,0.15362056330456586,0.07947727315260093,0.24685888992313254,0.34660545751302957,0.4537120961851116,0.685041057320573,1.005701577359704,2800,p.global[2]
0.4717895299713602,0.21383947551695065,0.048642641736734674,0.3120073137334362,0.48610090428068,0.6352031377852239,0.847815681264865,1.0024512129016885,3000,p.global[3]
0.8784235472021192,0.38004316403916616,0.3182393922669095,0.6159650402080546,0.8146516049358372,1.0661397991275996,1.8447336935285117,1.001306008750837,2500,resid.prop[1]
0.6238102509885545,0.27425920009913907,0.24459575778998055,0.41985967385043715,0.5833201983654799,0.7746742899333439,1.2619242404226632,1.001192209442726,2900,resid.prop[2]
