mean,sd,2.5%,25%,50%,75%,97.5%,Rhat,n.eff,parameter
23.19916989558819,5.729696913402246,13.295486370571451,18.905167025415412,23.101058928782077,27.039793913291824,35.12661537312095,1.0007497769639155,3000,deviance
-1.749928218553515,0.5391492424781105,-3.0059583973451085,-2.04576209405688,-1.6998792843553145,-1.3916111094877361,-0.8280962963892119,1.0008920735899203,3000,loglik[1]
-1.2766665916511286,0.514671506591133,-2.2989698344727936,-1.5985822374414935,-1.2666459472571068,-0.9202615428246196,-0.3282494119729697,1.0018813808886062,1400,loglik[2]
-0.5697711984556404,0.389077651257089,-1.4024283174803933,-0.8192109864787488,-0.5502750744136462,-0.2937908165089823,0.1167602412935305,1.0008344783408294,3000,loglik[3]
-1.290610578481238,0.45334412836059645,-2.199208266408975,-1.591265106127945,-1.3041883539866403,-0.9744960335727191,-0.3987125141127585,1.000982262278323,3000,loglik[4]
-1.0558054074880272,0.4823382065340409,-1.9972625603276017,-1.3724092639384622,-1.0532963974063394,-0.7255777587084379,-0.13526005850378445,1.0013748920793086,2300,loglik[5]
-0.5823980373347376,0.46750626618939445,-1.4965411638757893,-0.9004175092592879,-0.593317848815665,-0.2613508785224396,0.3521326596565905,1.000657610785872,3000,loglik[6]
-0.5220603764765951,0.39897855585747855,-1.3698990660378914,-0.7824618178003864,-0.49679192732790783,-0.23884688802177734,0.20231574494385188,1.0007335285325067,3000,loglik[7]
-0.7331695715830895,0.4667957623035476,-1.721317909419238,-1.0293033786146328,-0.6905455467302304,-0.39810715285511994,0.07802003148759168,1.0012481186739193,2700,loglik[8]
-2.539662763377998,0.74870986475316,-4.471559557308207,-2.879652274607385,-2.4094338137881195,-2.0199695303758185,-1.5346199617026621,1.0014328871815716,2100,loglik[9]
-1.279512204392127,0.4664391813676405,-2.3341789892222553,-1.5510811156040751,-1.2343470475661933,-0.9625642463540953,-0.5069815886813798,1.0008300087235968,3000,loglik[10]
0.2759290663215321,0.1618658132558909,0.018087578580525215,0.1482663660357732,0.2616432960047043,0.39094889779167835,0.6083047387075944,1.000903644718132,3000,p.global[1]
0.5431912800021684,0.21261515250713955,0.09274382301788682,0.39599696010295626,0.5655987144929467,0.7058592270201891,0.9057880785965932,1.0011688250543251,3000,p.global[2]
0.18087965367629943,0.13140941908192694,0.008752791309691164,0.07953328811669738,0.15402696275529007,0.2559931496574617,0.49844311829475096,1.0030385749807067,1800,p.global[3]
0.6705405171885064,0.6254725071616374,0.15701160795426947,0.3371693363347473,0.5121477637420742,0.8023887745969611,2.147633609252513,1.0007331310295624,3000,resid.prop[1]
1.0350508797689217,1.0978129415267932,0.1279747051232234,0.3662609695135086,0.7048010157581951,1.27937268577284,3.9012633777576236,1.0011250064040174,3000,resid.prop[2]
