Source,mean,sd,2.5%,50%,97.5%,Rhat,n.eff
Allochthonous insects,0.5724190324173247,0.19368234614285512,0.16544351297166154,0.576367991864593,0.9330007445015541,1.00086962901424,3000
Allochthonous plants,0.4275809675826753,0.19368234614285512,0.06699884479715458,0.42363197950504594,0.8345564860156662,1.0006463846915254,3000
