Source,mean,sd,2.5%,50%,97.5%,Rhat,n.eff
Allochthonous insects,0.2759290663215321,0.1618658132558909,0.018087578580525215,0.2616432960047043,0.6083047387075944,1.000903644718132,3000
Allochthonous plants,0.5431912800021684,0.21261515250713955,0.09274382301788682,0.5655987144929467,0.9057880785965932,1.0011688250543251,3000
Aquatic macroinvertebrates,0.18087965367629943,0.13140941908192694,0.008752791309691164,0.15402696275529007,0.49844311829475096,1.0030385749807067,1800
