Source,mean,sd,2.5%,50%,97.5%,Rhat,n.eff
Allochthonous insects,0.6652240525585209,0.10109444480483908,0.43612718425115116,0.67549897892025,0.8359666196057433,1.0019685363463098,3000
Aquatic macroinvertebrates,0.3347759474414791,0.10109444480483908,0.16403338018576866,0.3245010070289345,0.5638727862209336,1.0007089545514307,3000
